
2022/08/27 (10:56:58) | ===> btop++ v.1.2.8
2022/08/27 (10:56:58) | INFO: Logger set to INFO
2022/08/27 (10:56:58) | INFO: Running on /dev/pts/5
2022/08/27 (10:57:02) | INFO: Quitting! Runtime: 00:00:04

2022/08/27 (12:21:26) | ===> btop++ v.1.2.8
2022/08/27 (12:21:26) | INFO: Logger set to INFO
2022/08/27 (12:21:26) | INFO: Running on /dev/pts/9
2022/08/27 (12:21:34) | INFO: Quitting! Runtime: 00:00:08

2022/08/27 (12:23:02) | ===> btop++ v.1.2.8
2022/08/27 (12:23:02) | INFO: Logger set to INFO
2022/08/27 (12:23:02) | INFO: Running on /dev/pts/1
2022/08/27 (12:23:04) | INFO: Quitting! Runtime: 00:00:02

